id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,RW Length,# RW,# Freq,# Routes,is Hub,Slots ,Passengers/DAY,Passenger factor,Randomizer,Boarding new Passengers,,,
5235,OMDB,large_airport,Dubai International Airport,25.25279999,55.36439896,62,AS,AE,AE-DU,Dubai,OMDB,DXB,13124,2,5,356,1,17,2000,50.85714286,89,38142,,,
4372,LIRF,large_airport,Leonardo da VinciΓÇôFiumicino Airport,41.8002778,12.2388889,13,EU,IT,IT-62,Rome,LIRF,FCO,12795,4,5,331,1,21,2000,47.28571429,114,40980,,,
4019,LEMD,large_airport,Adolfo Su├írez MadridΓÇôBarajas Airport,40.471926,-3.56264,1998,EU,ES,ES-M,Madrid,LEMD,MAD,13711,4,11,330,1,24,2000,47.14285714,88,38892,,,
1990,CYYZ,large_airport,Lester B. Pearson International Airport,43.67720032,-79.63059998,569,NA,CA,CA-ON,Toronto,CYYZ,YYZ,11120,5,16,318,1,25,2000,45.42857143,81,35585,,,
2155,EBBR,large_airport,Brussels Airport,50.90140152,4.48443985,184,EU,BE,BE-BRU,Brussels,EBBR,BRU,11936,3,11,316,1,20,2000,45.14285714,119,36490,,,
2398,EGCC,large_airport,Manchester Airport,53.35369873,-2.274950027,257,EU,GB,GB-ENG,Manchester,EGCC,MAN,10000,2,5,316,1,14,2000,45.14285714,81,30847,,,
4434,LOWW,large_airport,Vienna International Airport,48.11029816,16.56970024,600,EU,AT,AT-9,Vienna,LOWW,VIE,11811,2,8,308,1,16,2000,44,115,34466,,,
2476,EGSS,large_airport,London Stansted Airport,51.88499832,0.234999999,348,EU,GB,GB-ENG,London,EGSS,STN,10003,1,7,173,0,12,2000,43.25,103,34239,,,
3457,KCLT,large_airport,Charlotte Douglas International Airport,35.2140007,-80.94309998,748,NA,US,US-NC,Charlotte,KCLT,CLT,10000,4,8,301,1,20,2000,43,103,33683,,,
3771,KPHL,large_airport,Philadelphia International Airport,39.87189865,-75.2410965,36,NA,US,US-PA,Philadelphia,KPHL,PHL,10506,4,8,289,1,20,2000,41.28571429,120,39221,,,
5531,RJAA,large_airport,Narita International Airport,35.76470184,140.3860016,141,AS,JP,JP-12,Tokyo,RJAA,NRT,13123,2,13,286,1,19,2000,40.85714286,118,33707,,,
2217,EDDL,large_airport,D├╝sseldorf Airport,51.289501,6.76678,147,EU,DE,DE-NW,D├╝sseldorf,EDDL,DUS,9842,2,8,285,1,15,2000,40.71428571,118,29517,,,
3083,GCTS,large_airport,Tenerife South Airport,28.04450035,-16.57250023,209,EU,ES,ES-CN,Tenerife Island,GCTS,TFS,10499,1,5,159,0,12,2000,39.75,86,31137,,,
3997,LEAL,large_airport,Alicante International Airport,38.28219986,-0.558156013,142,EU,ES,ES-V,Alicante,LEAL,ALC,9842,1,4,157,0,11,2000,39.25,104,27802,,,
4035,LEPA,large_airport,Palma De Mallorca Airport,39.55170059,2.738810062,27,EU,ES,ES-PM,Palma De Mallorca,LEPA,PMI,10728,2,6,271,1,15,2000,38.71428571,89,35810,,,
5528,RCTP,large_airport,Taiwan Taoyuan International Airport,25.0777,121.233002,106,AS,TW,TW-TAO,Taipei,RCTP,TPE,12008,2,8,264,1,17,2000,37.71428571,92,27657,,,
4569,LTFJ,large_airport,Sabiha G├╢k├ºen International Airport,40.89860153,29.30920029,312,AS,TR,TR-34,Istanbul,LTFJ,SAW,9843,1,4,145,0,11,2000,36.25,108,32020,,,
3521,KEWR,large_airport,Newark Liberty International Airport,40.69250107,-74.16870117,18,NA,US,US-NJ,Newark,KEWR,EWR,11000,3,7,253,1,18,2000,36.14285714,82,30119,,,
3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,33.43429947,-112.012001,1135,NA,US,US-AZ,Phoenix,KPHX,PHX,11489,3,8,251,1,19,2000,35.85714286,102,26892,,,
3878,KSFO,large_airport,San Francisco International Airport,37.61899948,-122.375,13,NA,US,US-CA,San Francisco,KSFO,SFO,11870,4,9,249,1,22,2000,35.57142857,93,27567,,,
4505,LSZH,large_airport,Z├╝rich Airport,47.464699,8.54917,1416,EU,CH,CH-ZH,Zurich,LSZH,ZRH,12139,3,8,247,1,19,2000,35.28571429,95,23523,,,
3631,KLAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,2181,NA,US,US-NV,Las Vegas,KLAS,LAS,14510,4,7,246,1,23,2000,35.14285714,106,30750,,,
3604,KIAH,large_airport,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,97,NA,US,US-TX,Houston,KIAH,IAH,12001,5,10,243,1,25,2000,34.71428571,94,27192,,,
4731,MMMX,large_airport,Licenciado Benito Juarez International Airport,19.4363,-99.072098,7316,NA,MX,MX-DIF,Mexico City,MMMX,MEX,12966,2,8,243,1,17,2000,34.71428571,114,23432,,,
5226,OMAA,large_airport,Abu Dhabi International Airport,24.43300056,54.65110016,88,AS,AE,AE-AZ,Abu Dhabi,OMAA,AUH,13452,2,3,241,1,16,2000,34.42857143,95,24100,,,
2222,EDDS,large_airport,Stuttgart Airport,48.68989944,9.221960068,1276,EU,DE,DE-BW,Stuttgart,EDDS,STR,10974,1,10,137,0,14,2000,34.25,90,29968,,,
3670,KMCO,large_airport,Orlando International Airport,28.42939949,-81.30899811,96,NA,US,US-FL,Orlando,KMCO,MCO,12005,4,9,237,1,22,2000,33.85714286,108,31882,,,
2389,EGBB,large_airport,Birmingham International Airport,52.45389938,-1.748029947,327,EU,GB,GB-ENG,Birmingham,EGBB,BHX,10013,1,4,133,0,11,2000,33.25,119,22443,,,
2542,EKCH,large_airport,Copenhagen Kastrup Airport,55.61790085,12.65600014,17,EU,DK,DK-84,Copenhagen,EKCH,CPH,11811,3,16,229,1,21,2000,32.71428571,98,27261,,,
3206,HKJK,large_airport,Jomo Kenyatta International Airport,-1.319239974,36.92779922,5330,AF,KE,KE-110,Nairobi,HKJK,NBO,13507,1,4,130,0,14,2000,32.5,97,23833,,,
2701,ESSA,large_airport,Stockholm-Arlanda Airport,59.65190125,17.91860008,137,EU,SE,SE-AB,Stockholm,ESSA,ARN,10830,3,6,219,1,18,2000,31.28571429,111,26592,,,
3709,KMSP,large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.88199997,-93.22180176,841,NA,US,US-MN,Minneapolis,KMSP,MSP,11006,4,12,217,1,22,2000,31,84,21700,,,
3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,645,NA,US,US-MI,Detroit,KDTW,DTW,12003,6,8,216,1,27,2000,30.85714286,111,22114,,,
4461,LPPT,large_airport,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,374,EU,PT,PT-11,Lisbon,LPPT,LIS,12484,2,7,214,1,17,2000,30.57142857,106,26495,,,
3422,KBOS,large_airport,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,20,NA,US,US-MA,Boston,KBOS,BOS,10083,6,9,212,1,25,2000,30.28571429,82,26247,,,
3862,KSAN,large_airport,San Diego International Airport,32.73360062,-117.1900024,17,NA,US,US-CA,San Diego,KSAN,SAN,9401,1,8,119,0,12,2000,29.75,80,20825,,,
2223,EDDT,large_airport,Berlin-Tegel Airport,52.5597,13.2877,122,EU,DE,DE-BE,Berlin,EDDT,TXL,9918,2,8,208,1,15,2000,29.71428571,97,25752,,,
2533,EIDW,large_airport,Dublin Airport,53.42129898,-6.270070076,242,EU,IE,IE-D,Dublin,EIDW,DUB,8652,3,6,207,1,16,2000,29.57142857,98,28092,,,
4020,LEMG,large_airport,M├ílaga Airport,36.67490005,-4.499110222,53,EU,ES,ES-AN,M├ílaga,LEMG,AGP,10500,2,7,206,1,15,2000,29.42857143,106,27466,,,
4318,LICC,large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,39,EU,IT,IT-82,Catania,LICC,CTA,7989,1,4,115,0,10,2000,28.75,110,21562,,,
3875,KSEA,large_airport,Seattle Tacoma International Airport,47.44900131,-122.3089981,433,NA,US,US-WA,Seattle,KSEA,SEA,11900,3,7,201,1,19,2000,28.71428571,82,26321,,,
4189,LFPO,large_airport,Paris-Orly Airport,48.7233333,2.3794444,291,EU,FR,FR-J,Paris,LFPO,ORY,11975,3,6,201,1,18,2000,28.71428571,103,22253,,,
4251,LGAV,large_airport,Eleftherios Venizelos International Airport,37.93640137,23.94449997,308,EU,GR,GR-A1,Athens,LGAV,ATH,13123,2,11,197,1,18,2000,28.14285714,110,26735,,,
3483,KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15,NA,US,US-DC,Washington,KDCA,DCA,6869,3,7,196,1,14,2000,28,114,20766,,,
3602,KIAD,large_airport,Washington Dulles International Airport,38.94449997,-77.45580292,312,NA,US,US-DC,Washington,KIAD,IAD,11501,4,9,196,1,21,2000,28,98,21233,,,
5097,OEJN,large_airport,King Abdulaziz International Airport,21.6796,39.156502,48,AS,SA,SA-02,Jeddah,OEJN,JED,13123,3,9,194,1,20,2000,27.71428571,91,18707,,,
5689,RPLL,large_airport,Ninoy Aquino International Airport,14.5086,121.019997,75,AS,PH,PH-U-A,Manila,RPLL,MNL,12261,2,8,193,1,17,2000,27.57142857,84,21138,,,
5910,SBGR,large_airport,Guarulhos - Governador Andr├⌐ Franco Montoro International Airport,-23.43555641,-46.47305679,2459,SA,BR,BR-SP,S├úo Paulo,SBGR,GRU,12139,2,7,193,1,16,2000,27.57142857,116,19989,,,
4340,LIMC,large_airport,Malpensa International Airport,45.6306,8.72811,768,EU,IT,IT-25,Milan,LIMC,MXP,12861,2,6,192,1,17,2000,27.42857143,102,18742,,,
44686,QA-0001,large_airport,Hamad International Airport,25.273056,51.608056,13,AS,QA,QA-DA,Doha,OTHH,DOH,15912,2,5,189,1,19,2000,27,89,20250,,,
2419,EGGW,large_airport,London Luton Airport,51.87469864,-0.368333012,526,EU,GB,GB-ENG,London,EGGW,LTN,7086,1,4,108,0,9,2000,27,87,18900,,,
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.07259941,-80.15270233,9,NA,US,US-FL,Fort Lauderdale,KFLL,FLL,9000,3,7,186,1,16,2000,26.57142857,93,22364,,,
4448,LPFR,large_airport,Faro Airport,37.01440048,-7.965909958,24,EU,PT,PT-08,Faro,LPFR,FAO,8169,1,4,106,0,10,2000,26.5,118,21420,,,
1928,CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,45.47060013,-73.74079895,118,NA,CA,CA-QC,Montr├⌐al,CYUL,YUL,11000,3,11,185,1,19,2000,26.42857143,113,23345,,,
2578,ENGM,large_airport,Oslo Gardermoen Airport,60.19390106,11.10039997,681,EU,NO,NO-02,Oslo,ENGM,OSL,11811,2,9,180,1,17,2000,25.71428571,107,18857,,,
4408,LKPR,large_airport,V├íclav Havel Airport Prague,50.1008,14.26,1247,EU,CZ,CZ-PR,Prague,LKPR,PRG,12189,3,7,180,1,19,2000,25.71428571,84,19928,,,
2758,EVRA,large_airport,Riga International Airport,56.92359924,23.97109985,36,EU,LV,LV-RIX,Riga,EVRA,RIX,10499,1,5,101,0,12,2000,25.25,101,23356,,,
2417,EGGD,large_airport,Bristol Airport,51.382702,-2.71909,622,EU,GB,GB-ENG,Bristol,EGGD,BRS,6598,1,4,100,0,8,2000,25,84,19583,,,
4459,LPPR,large_airport,Francisco de S├í Carneiro Airport,41.24810028,-8.681389809,228,EU,PT,PT-13,Porto,LPPR,OPO,11417,1,3,100,0,12,2000,25,101,21666,,,
5239,OMSJ,large_airport,Sharjah International Airport,25.32859993,55.51720047,111,AS,AE,AE-SH,Sharjah,OMSJ,SHJ,13320,1,4,97,0,14,2000,24.25,87,19804,,,
2450,EGNX,large_airport,East Midlands Airport,52.83110046,-1.328060031,306,EU,GB,GB-ENG,Nottingham,EGNX,EMA,9491,1,5,95,0,11,2000,23.75,107,22760,,,
4490,LSGG,large_airport,Geneva Cointrin International Airport,46.23809814,6.108950138,1411,EU,CH,CH-GE,Geneva,LSGG,GVA,12795,2,7,166,1,17,2000,23.71428571,110,20157,,,
3980,LCLK,large_airport,Larnaca International Airport,34.87509918,33.62490082,8,AS,CY,CY-04,Larnarca,LCLK,LCA,9776,1,3,93,0,11,2000,23.25,115,22087,,,
2214,EDDH,large_airport,Hamburg Airport,53.63040161,9.988229752,53,EU,DE,DE-HH,Hamburg,EDDH,HAM,12028,2,6,161,1,16,2000,23,81,18400,,,
2307,EFHK,large_airport,Helsinki Vantaa Airport,60.31719971,24.9633007,179,EU,FI,FI-ES,Helsinki,EFHK,HEL,11286,3,10,159,1,19,2000,22.71428571,112,15142,,,
2792,FAJS,large_airport,OR Tambo International Airport,-26.1392,28.246,5558,AF,ZA,ZA-GT,Johannesburg,FAOR,JNB,14495,2,8,159,1,19,2000,22.71428571,116,17035,,,
1941,CYVR,large_airport,Vancouver International Airport,49.19390106,-123.1839981,14,NA,CA,CA-BC,Vancouver,CYVR,YVR,11500,4,8,158,1,21,2000,22.57142857,103,15423,,,
3643,KLGA,large_airport,La Guardia Airport,40.77719879,-73.87259674,21,NA,US,US-NY,New York,KLGA,LGA,7000,2,8,158,1,12,2000,22.57142857,88,21442,,,
4762,MMUN,large_airport,Canc├║n International Airport,21.03650093,-86.87709808,22,NA,MX,MX-ROO,Canc├║n,MMUN,CUN,11483,2,8,157,1,16,2000,22.42857143,113,16447,,,
5627,RJTT,large_airport,Tokyo Haneda International Airport,35.552299,139.779999,35,AS,JP,JP-13,Tokyo,RJTT,HND,9840,4,16,157,1,22,2000,22.42857143,92,19625,,,
3081,GCLP,large_airport,Gran Canaria Airport,27.93190002,-15.38659954,78,EU,ES,ES-CN,Gran Canaria Island,GCLP,LPA,10171,2,4,154,1,14,2000,22,111,19983,,,
4354,LIPE,large_airport,Bologna Guglielmo Marconi Airport,44.5354,11.2887,123,EU,IT,IT-45,Bologna,LIPE,BLQ,9186,1,4,88,0,11,2000,22,114,15766,,,
5536,RJBB,large_airport,Kansai International Airport,34.4272995,135.2440033,26,AS,JP,JP-27,Osaka,RJBB,KIX,13123,2,8,152,1,17,2000,21.71428571,111,18095,,,
6104,SKBO,large_airport,El Dorado International Airport,4.70159,-74.1469,8361,SA,CO,CO-CUN,Bogota,SKBO,BOG,12467,2,6,152,1,16,2000,21.71428571,117,19723,,,
3183,HECA,large_airport,Cairo International Airport,30.12190056,31.40559959,382,AF,EG,EG-C,Cairo,HECA,CAI,13124,3,8,151,1,20,2000,21.57142857,105,20133,,,
4610,LYBE,large_airport,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,335,EU,RS,RS-00,Belgrade,LYBE,BEG,11155,1,4,86,0,12,2000,21.5,86,18454,,,
5564,RJFF,large_airport,Fukuoka Airport,33.58589935,130.451004,32,AS,JP,JP-40,Fukuoka,RJFF,FUK,9186,1,7,85,0,11,2000,21.25,82,17000,,,
2157,EBCI,large_airport,Brussels South Charleroi Airport,50.459202,4.45382,614,EU,BE,BE-WHT,Brussels,EBCI,CRL,8366,1,4,84,0,10,2000,21,94,20125,,,
2448,EGNT,large_airport,Newcastle Airport,55.03749847,-1.691669941,266,EU,GB,GB-ENG,Newcastle,EGNT,NCL,7642,1,5,84,0,10,2000,21,101,18550,,,
5576,RJGG,large_airport,Chubu Centrair International Airport,34.85839844,136.8049927,15,AS,JP,JP-23,Tokoname,RJGG,NGO,11483,1,8,84,0,14,2000,21,96,16625,,,
3435,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,146,NA,US,US-MD,Baltimore,KBWI,BWI,10502,4,8,142,1,20,2000,20.28571429,115,16904,,,
3887,KSLC,large_airport,Salt Lake City International Airport,40.78839874,-111.9779968,4227,NA,US,US-UT,Salt Lake City,KSLC,SLC,12004,4,8,141,1,22,2000,20.14285714,88,18967,,,
2444,EGNM,large_airport,Leeds Bradford Airport,53.86589813,-1.660570025,681,EU,GB,GB-ENG,Leeds,EGNM,LBA,7382,1,6,80,0,10,2000,20,105,13666,,,
3673,KMDW,large_airport,Chicago Midway International Airport,41.7859993,-87.75240326,620,NA,US,US-IL,Chicago,KMDW,MDW,6522,5,7,139,1,19,2000,19.85714286,103,14892,,,
4378,LIRN,large_airport,Naples International Airport,40.886002,14.2908,294,EU,IT,IT-72,N├ípoli,LIRN,NAP,8622,1,8,79,0,11,2000,19.75,88,17445,,,
3926,KTPA,large_airport,Tampa International Airport,27.97550011,-82.53320313,26,NA,US,US-FL,Tampa,KTPA,TPA,11002,3,6,138,1,18,2000,19.71428571,99,13307,,,
5112,OERK,large_airport,King Khaled International Airport,24.95759964,46.69879913,2049,AS,SA,SA-01,Riyadh,OERK,RUH,13796,2,5,137,1,17,2000,19.57142857,82,14678,,,
4155,LFML,large_airport,Marseille Provence Airport,43.43927192,5.221424103,74,EU,FR,FR-U,Marseille,LFML,MRS,11483,2,6,136,1,16,2000,19.42857143,119,16190,,,
4411,LLBG,large_airport,Ben Gurion International Airport,32.01139832,34.88669968,135,AS,IL,IL-M,Tel Aviv,LLBG,TLV,13327,3,6,136,1,20,2000,19.42857143,81,15866,,,
4137,LFLL,large_airport,Lyon Saint-Exup├⌐ry Airport,45.725556,5.081111,821,EU,FR,FR-V,Lyon,LFLL,LYS,13124,2,5,135,1,17,2000,19.28571429,104,15910,,,
4156,LFMN,large_airport,Nice-C├┤te d'Azur Airport,43.65840149,7.215869904,12,EU,FR,FR-U,Nice,LFMN,NCE,9712,2,4,135,1,14,2000,19.28571429,88,15428,,,
2216,EDDK,large_airport,Cologne Bonn Airport,50.86589813,7.142739773,302,EU,DE,DE-NW,Cologne,EDDK,CGN,12516,3,9,134,1,20,2000,19.14285714,118,14516,,,
4515,LTAI,large_airport,Antalya International Airport,36.898701,30.800501,177,AS,TR,TR-07,Antalya,LTAI,AYT,11155,3,8,127,1,18,2000,18.14285714,96,15572,,,
3113,GMMN,large_airport,Mohammed V International Airport,33.36750031,-7.589970112,656,AF,MA,MA-CAS,Casablanca,GMMN,CMN,12205,2,3,125,1,15,2000,17.85714286,110,14732,,,
2563,ELLX,large_airport,Luxembourg-Findel International Airport,49.6233333,6.2044444,1234,EU,LU,LU-L,Luxembourg,ELLX,LUX,13123,1,3,70,0,14,2000,17.5,85,13270,,,
3711,KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,4,NA,US,US-LA,New Orleans,KMSY,MSY,10104,3,6,122,1,17,2000,17.42857143,101,16557,,,
4368,LIPZ,large_airport,Venice Marco Polo Airport,45.505299,12.3519,7,EU,IT,IT-34,Venice,LIPZ,VCE,10827,2,4,122,1,15,2000,17.42857143,107,15395,,,
2570,ENBR,large_airport,Bergen Airport Flesland,60.29339981,5.218140125,170,EU,NO,NO-12,Bergen,ENBR,BGO,9810,1,6,69,0,12,2000,17.25,114,14950,,,
2637,EPWA,large_airport,Warsaw Chopin Airport,52.16569901,20.96710014,362,EU,PL,PL-MZ,Warsaw,EPWA,WAW,12106,2,6,120,1,16,2000,17.14285714,119,11714,,,
5220,OKBK,large_airport,Kuwait International Airport,29.22660065,47.96889877,206,AS,KW,KW-FA,Kuwait City,OKBK,KWI,11483,2,4,120,1,15,2000,17.14285714,103,15857,,,
2462,EGPH,large_airport,Edinburgh Airport,55.95000076,-3.372499943,135,EU,GB,GB-SCT,Edinburgh,EGPH,EDI,8400,3,4,119,1,15,2000,17,115,15441,,,
2518,EHEH,large_airport,Eindhoven Airport,51.45009995,5.374529839,74,EU,NL,NL-NB,Eindhoven,EHEH,EIN,9843,1,5,68,0,11,2000,17,88,14733,,,
5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,NA,US,US-HI,Honolulu,PHNL,HNL,12300,6,0,118,1,25,2000,16.85714286,106,13907,,,
3977,LBSF,large_airport,Sofia Airport,42.69669342,23.41143608,1742,EU,BG,BG-23,Sofia,LBSF,SOF,9186,1,3,66,0,10,2000,16.5,97,14575,,,
1973,CYYC,large_airport,Calgary International Airport,51.11389923,-114.0199966,3557,NA,CA,CA-AB,Calgary,CYYC,YYC,14000,4,17,115,1,25,2000,16.42857143,83,11910,,,
3905,KSTL,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,618,NA,US,US-MO,St Louis,KSTL,STL,11019,4,12,114,1,22,2000,16.28571429,106,10992,,,
5516,RCKH,large_airport,Kaohsiung International Airport,22.57710075,120.3499985,31,AS,TW,TW-KHH,Kaohsiung City,RCKH,KHH,10335,1,5,65,0,12,2000,16.25,94,12864,,,
3768,KPDX,large_airport,Portland International Airport,45.58869934,-122.5979996,31,NA,US,US-OR,Portland,KPDX,PDX,11000,3,10,113,1,19,2000,16.14285714,119,11703,,,
4427,LMML,large_airport,Malta International Airport,35.857498,14.4775,300,EU,MT,MT-25,Valletta,LMML,MLA,11627,2,7,113,1,16,2000,16.14285714,91,15201,,,
4482,LROP,large_airport,Henri Coand─â International Airport,44.5711111,26.085,314,EU,RO,RO-B,Bucharest,LROP,OTP,11484,2,4,112,1,15,2000,16,107,14666,,,
5212,OJAI,large_airport,Queen Alia International Airport,31.72260094,35.99319839,2395,AS,JO,JO-AM,Amman,OJAI,AMM,12008,2,4,111,1,16,2000,15.85714286,115,12817,,,
3858,KRSW,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,30,NA,US,US-FL,Fort Myers,KRSW,RSW,12000,1,6,63,0,14,2000,15.75,107,14962,,,
4258,LGIR,large_airport,Heraklion International Nikos Kazantzakis Airport,35.33969879,25.18029976,115,EU,GR,GR-91,Heraklion,LGIR,HER,8800,3,7,110,1,16,2000,15.71428571,80,12571,,,
5671,ROAH,large_airport,Naha Airport,26.19580078,127.6460037,12,AS,JP,JP-47,Naha,ROAH,OKA,9840,1,5,61,0,11,2000,15.25,96,13597,,,
4793,MPTO,large_airport,Tocumen International Airport,9.071359634,-79.38349915,135,NA,PA,PA-8,Tocumen,MPTO,PTY,10006,2,7,106,1,15,2000,15.14285714,81,10347,,,
3157,HAAB,large_airport,Addis Ababa Bole International Airport,8.977890015,38.79930115,7630,AF,ET,ET-AA,Addis Ababa,HAAB,ADD,12467,2,3,105,1,16,2000,15,105,12000,,,
5242,OOMS,large_airport,Muscat International Airport,23.59329987,58.28440094,48,AS,OM,OM-MA,Muscat,OOMS,MCT,13123,2,7,104,1,17,2000,14.85714286,83,13866,,,
3082,GCRR,medium_airport,Lanzarote Airport,28.94549942,-13.60519981,46,EU,ES,ES-CN,Lanzarote Island,GCRR,ACE,7874,1,4,116,0,10,1000,29,82,11237,,,
2418,EGGP,large_airport,Liverpool John Lennon Airport,53.33359909,-2.849720001,80,EU,GB,GB-ENG,Liverpool,EGGP,LPL,7500,1,4,58,0,9,2000,14.5,81,11116,,,
2766,EYVI,large_airport,Vilnius International Airport,54.634102,25.285801,648,EU,LT,LT-VL,Vilnius,EYVI,VNO,8251,1,3,58,0,10,2000,14.5,93,10633,,,
5274,OPRN,large_airport,Benazir Bhutto International Airport,33.61669922,73.09919739,1668,AS,PK,PK-IS,Islamabad,OPRN,ISB,10785,1,4,58,0,12,2000,14.5,104,12566,,,
2461,EGPF,large_airport,Glasgow International Airport,55.87189865,-4.433060169,26,EU,GB,GB-SCT,Glasgow,EGPF,GLA,8720,2,5,100,1,13,2000,14.28571429,105,9523,,,
2609,EPKK,large_airport,John Paul II International Airport Krak├│w-Balice Airport,50.07770157,19.78479958,791,EU,PL,PL-MA,Krak├│w,EPKK,KRK,8366,1,5,57,0,10,2000,14.25,83,9618,,,
4542,LTBS,large_airport,Dalaman International Airport,36.71310043,28.79249954,20,AS,TR,TR-48,Dalaman,LTBS,DLM,9842,1,4,57,0,11,2000,14.25,101,9618,,,
4296,LHBP,large_airport,Budapest Ferenc Liszt International Airport,47.43690109,19.25559998,495,EU,HU,HU-PE,Budapest,LHBP,BUD,12162,2,8,98,1,17,2000,14,86,13066,,,
5872,SBBR,large_airport,Presidente Juscelino Kubistschek International Airport,-15.86916733,-47.92083359,3497,SA,BR,BR-DF,Bras├¡lia,SBBR,BSB,10827,2,7,98,1,15,2000,14,109,11550,,,
5906,SBGL,large_airport,Rio Gale├úo ΓÇô Tom Jobim International Airport,-22.80999947,-43.25055695,28,SA,BR,BR-RJ,Rio De Janeiro,SBGL,GIG,13123,2,6,98,1,17,2000,14,116,11433,,,
5882,SBCF,large_airport,Tancredo Neves International Airport,-19.62444305,-43.9719429,2715,SA,BR,BR-MG,Belo Horizonte,SBCF,CNF,9843,1,6,55,0,12,2000,13.75,102,11343,,,
